rank,name,platform,year,genre,publisher,na_sales_m,eu_sales_m,jp_sales_m,other_sales_m,global_sales_m
6720,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.21,0.02,0.0,0.02,0.24
6721,Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0.01,0.0,0.02,0.24
6722,F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0.0,0.02,0.24
6723,Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0.0,0.02,0.24
6724,Bass Pro Shops: The Hunt,Wii,2010,Sports,XS Games,0.23,0.0,0.0,0.02,0.24
6725,"What Did I Do to Deserve This, My Lord!? 2",PSP,2008,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24
6726,Boogie SuperStar,Wii,2008,Misc,Electronic Arts,0.2,0.02,0.0,0.02,0.24
6727,Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24
6728,Rock Band Track Pack Volume 1,Wii,2008,Misc,MTV Games,0.17,0.05,0.0,0.02,0.24
6729,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24
6730,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.14,0.05,0.01,0.04,0.24
6731,Kill.Switch,XB,2003,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24
6732,Ben 10 Ultimate Alien: Cosmic Destruction,PSP,2010,Platform,D3Publisher,0.1,0.09,0.0,0.05,0.24
6733,Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24
6734,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24
6735,Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24
6736,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24
6737,Summon Night 3,PS2,2003,Role-Playing,Banpresto,0.0,0.0,0.24,0.0,0.24
6738,Pro Yaky? Spirits 2010,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6739,The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24
6740,Megamind: Mega Team Unite,Wii,2010,Adventure,THQ,0.16,0.06,0.0,0.02,0.24
6741,PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24
6742,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006,Misc,Sega,0.0,0.0,0.24,0.0,0.24
6743,Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24
6744,Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24
6745,All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,0.17,0.06,0.0,0.0,0.24
6746,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24
6747,Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,0.18,0.05,0.0,0.01,0.24
6748,Paws & Claws: Pet Resort,DS,2008,Simulation,THQ,0.22,0.0,0.0,0.02,0.24
6749,Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24
6750,Sakura Wars: Atsuki Chishio Ni,PS2,2003,Role-Playing,Sega,0.0,0.0,0.24,0.0,0.24
6751,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.0,0.24
6752,NHRA Championship Drag Racing,PS2,2005,Racing,ValuSoft,0.12,0.09,0.0,0.03,0.24
6753,The Price is Right 2010 Edition,Wii,2009,Misc,Ubisoft,0.22,0.0,0.0,0.02,0.24
6754,Monster Jam,PS2,2007,Racing,Activision,0.12,0.09,0.0,0.03,0.24
6755,Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24
6756,Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24
6757,NBA Live 10,PSP,2009,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24
6758,The Godfather (US & Others sales),X360,2006,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24
6759,Jikkyou Powerful Pro Yakyuu 15,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6760,MX vs. ATV Reflex,PSP,2009,Racing,THQ,0.18,0.03,0.0,0.03,0.24
6761,Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0.0,0.02,0.24
6762,Front Line,2600,1981,Action,Taito,0.22,0.01,0.0,0.0,0.24
6763,Paperboy,N64,1999,Action,Midway Games,0.19,0.05,0.0,0.0,0.24
6764,South Park: Chef's Luv Shack,N64,1999,Misc,Acclaim Entertainment,0.19,0.05,0.0,0.0,0.24
6765,Midway's Greatest Arcade Hits Volume 1,N64,2000,Misc,Midway Games,0.19,0.05,0.0,0.0,0.24
6766,Road Rash 64,N64,1999,Racing,THQ,0.19,0.05,0.0,0.0,0.24
6767,Ready 2 Rumble Boxing: Round 2,N64,2000,Fighting,Midway Games,0.19,0.05,0.0,0.0,0.24
6768,Army Men: Air Combat,N64,2000,Action,3DO,0.19,0.05,0.0,0.0,0.24
6769,Rock Band Track Pack Volume 2,Wii,2008,Misc,MTV Games,0.21,0.02,0.0,0.02,0.24
6770,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0.0,0.03,0.24
6771,Mobile Suit Gundam Battlefield Record U.C.0081,PS3,2009,Action,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6772,Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,0.12,0.1,0.0,0.02,0.24
6773,NCAA March Madness 2004,XB,2003,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6774,Lucky Luke,PS,1998,Platform,Ocean,0.13,0.09,0.0,0.02,0.24
6775,Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0.0,0.01,0.24
6776,Ashes Cricket 2009,Wii,2009,Sports,Codemasters,0.0,0.23,0.0,0.01,0.24
6777,Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24
6778,Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0.0,0.0,0.24
6779,Juiced 2: Hot Import Nights,DS,2007,Racing,THQ,0.22,0.0,0.0,0.02,0.24
6780,Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ,0.22,0.0,0.0,0.02,0.24
6781,Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,PopCap Games,0.13,0.08,0.0,0.02,0.24
6782,Densetsu no Stafi 3,GBA,2004,Platform,Nintendo,0.0,0.0,0.23,0.01,0.24
6783,Forsaken,PS,1998,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.02,0.24
6784,Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003,Action,Sony Computer Entertainment,0.0,0.0,0.24,0.0,0.24
6785,Pictionary: Ultimate Edition,PS3,2011,Misc,THQ,0.15,0.06,0.0,0.03,0.24
6786,LEGO The Hobbit,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0.0,0.02,0.24
6787,Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24
6788,The Hobbit,XB,2003,Platform,Vivendi Games,0.18,0.05,0.0,0.01,0.24
6789,Dance Dance Revolution: Disney Channel Edition,PS2,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24
6790,DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.14,0.0,0.02,0.24
6791,Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24
6792,Checkers,2600,1980,Misc,Atari,0.22,0.01,0.0,0.0,0.24
6793,Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.24,0.0,0.24
6794,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.24
6795,Hello Kitty Seasons,Wii,2010,Adventure,Namco Bandai Games,0.16,0.06,0.0,0.02,0.24
6796,Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
6797,4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24
6798,XS Airboat Racing,PS,2002,Racing,XS Games,0.13,0.09,0.0,0.02,0.24
6799,Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24
6800,Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.03,0.24
6801,Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24
6802,Dora the Explorer: Super Star Adventures,GBA,2004,Adventure,Game Factory,0.17,0.06,0.0,0.0,0.24
6803,Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.03,0.0,0.02,0.24
6804,Scrabble (Others sales),DS,2009,Puzzle,Ubisoft,0.0,0.24,0.0,0.0,0.24
6805,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24
6806,Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24
6807,Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.02,0.04,0.02,0.24
6808,My Street,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24
6809,Wild 9,PS,1998,Action,Interplay,0.13,0.09,0.0,0.02,0.24
6810,Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24
6811,Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24
6812,Shrek's Carnival Craze Party Games,DS,2008,Misc,Activision,0.22,0.0,0.0,0.02,0.24
6813,Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24
6814,Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24
6815,Guitar Hero Live,X360,2015,Misc,Activision,0.12,0.1,0.0,0.02,0.24
6816,Game & Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24
6817,PGA Tour 96,PS,1995,Sports,Electronic Arts,0.13,0.09,0.0,0.02,0.24
6818,Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.24
6819,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24
6820,Covert Ops: Nuclear Dawn,PS,2000,Action,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.24
6821,Pictionary: Ultimate Edition,X360,2011,Misc,THQ,0.16,0.05,0.0,0.02,0.24
6822,LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.1,0.0,0.05,0.24
6823,TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.1,0.11,0.0,0.03,0.24
6824,Nintendo Presents: Crossword Collection,DS,2009,Puzzle,Nintendo,0.0,0.21,0.0,0.02,0.24
6825,Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.02,0.24
6826,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24
6827,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24
6828,FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6829,Polly Pocket: Super Splash Island,GBA,2003,Action,Knowledge Adventure,0.17,0.06,0.0,0.0,0.24
6830,God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6831,Sesame Street: Elmo's Number Journey,PS,1998,Misc,NewKidCo,0.13,0.09,0.0,0.02,0.24
6832,Rampage,2600,1988,Action,Activision,0.22,0.01,0.0,0.0,0.24
6833,Dark Cavern,2600,1981,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24
6834,Jewels of the Tropical Lost Island,DS,2010,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.24
6835,Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0.0,0.02,0.24
6836,The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24
6837,Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.24
6838,NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.22,0.0,0.0,0.01,0.24
6839,Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.13,0.06,0.0,0.04,0.24
6840,Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24
6841,The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24
6842,Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24
6843,DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24
6844,NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24
6845,Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0.0,0.04,0.23
6846,New Carnival Games,DS,2010,Misc,Take-Two Interactive,0.16,0.05,0.0,0.02,0.23
6847,Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0.0,0.02,0.23
6848,LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.09,0.0,0.02,0.23
6849,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23
6850,Wallace & Gromit in Project Zoo,PS2,2003,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23
6851,Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23
6852,Wizards of Waverly Place: Spellbound,DS,2010,Misc,Disney Interactive Studios,0.16,0.06,0.0,0.02,0.23
6853,Love Plus +,DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23
6854,Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23
6855,Mobile Suit Gundam: Climax U.C.,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
6856,Street Fighter EX2 Plus,PS,1998,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23
6857,The Smurfs 2,DS,2013,Platform,Ubisoft,0.0,0.21,0.0,0.02,0.23
6858,Big Family Games,Wii,2009,Misc,THQ,0.0,0.22,0.0,0.02,0.23
6859,Hot Wheels: Beat That!,DS,2007,Racing,Activision,0.22,0.0,0.0,0.02,0.23
6860,Super Robot Taisen D,GBA,2003,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.23
6861,NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23
6862,Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23
6863,LEGO Marvel's Avengers,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.11,0.0,0.05,0.23
6864,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.18,0.04,0.0,0.02,0.23
6865,Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23
6866,Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.23
6867,Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0.0,0.09,0.11,0.03,0.23
6868,Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo,0.0,0.0,0.23,0.0,0.23
6869,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
6870,Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.23
6871,Kung Fu Panda 2,DS,2011,Action,THQ,0.16,0.05,0.0,0.02,0.23
6872,Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23
6873,Hotel for Dogs,DS,2008,Simulation,505 Games,0.22,0.0,0.0,0.02,0.23
6874,Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision,0.17,0.03,0.0,0.03,0.23
6875,Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,0.0,0.0,0.23,0.0,0.23
6876,Me & My Katamari,PSP,2005,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0.0,0.23
6877,Asphalt: Injection,PSV,2011,Action,Ubisoft,0.14,0.06,0.0,0.04,0.23
6878,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.23
6879,SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23
6880,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,0.08,0.13,0.0,0.03,0.23
6881,World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23
6882,SingStar Pop Edition,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.19,0.0,0.05,0.23
6883,Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23
6884,Starsky & Hutch,XB,2003,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23
6885,Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23
6886,Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0.0,0.0,0.23,0.0,0.23
6887,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.23
6888,Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23
6889,Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23
6890,M&M's Kart Racing,Wii,2007,Racing,Zoo Digital Publishing,0.22,0.0,0.0,0.02,0.23
6891,Rock Band Track Pack: Classic Rock,Wii,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23
6892,The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23
6893,Let's Make a Soccer Team!,PS2,2006,Sports,Sega,0.0,0.0,0.23,0.0,0.23
6894,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23
6895,Monster Hunter G,PS2,2005,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23
6896,All-Star Baseball 2001,N64,2000,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23
6897,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,Play It,0.2,0.01,0.0,0.02,0.23
6898,Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23
6899,Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.23
6900,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23
6901,Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,0.2,0.02,0.0,0.02,0.23
6902,Rock Band Country Track Pack,X360,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23
6903,Worms: Battle Islands,Wii,2010,Strategy,THQ,0.11,0.1,0.0,0.02,0.23
6904,ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0.0,0.03,0.23
6905,Harvest Moon GB,GB,1997,Simulation,Victor Interactive,0.0,0.0,0.23,0.0,0.23
6906,Imagine: Detective,DS,2009,Simulation,Ubisoft,0.16,0.01,0.0,0.06,0.23
6907,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23
6908,Hannah Montana: The Movie,PS3,2009,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.03,0.23
6909,NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
6910,Skylanders: SuperChargers,XOne,2015,Action,Activision,0.16,0.05,0.0,0.02,0.23
6911,Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23
6912,Virtua Fighter Kids,SAT,1995,Fighting,Sega,0.0,0.0,0.23,0.0,0.23
6913,Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23
6914,Rocket Power: Beach Bandits,GC,2002,Platform,THQ,0.18,0.05,0.0,0.01,0.23
6915,Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23
6916,LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0.0,0.02,0.23
6917,Ultimate Band,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0.0,0.02,0.23
6918,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23
6919,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.19,0.02,0.0,0.02,0.23
6920,What's Cooking? Jamie Oliver,DS,2008,Simulation,Atari,0.2,0.01,0.0,0.02,0.23
6921,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23
6922,NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23
6923,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007,Sports,Detn8 Games,0.21,0.0,0.0,0.02,0.23
6924,Yu-Gi-Oh! GX: Duel Academy,GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23
6925,FIFA 14,PSP,2013,Sports,Electronic Arts,0.0,0.16,0.0,0.07,0.23
6926,Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.23
6927,Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo,0.0,0.12,0.09,0.02,0.23
6928,Yu-Gi-Oh! GX: Tag Force 3,PSP,2008,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.01,0.23
6929,Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23
6930,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.13,0.08,0.0,0.02,0.23
6931,I Love Horses,DS,2008,Simulation,GSP,0.21,0.0,0.0,0.01,0.23
6932,Madden NFL 06,GBA,2005,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23
6933,Karaoke Revolution Glee 2: Road to Regionals,Wii,2011,Misc,Konami Digital Entertainment,0.15,0.06,0.0,0.02,0.23
6934,NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23
6935,The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0.0,0.0,0.23,0.0,0.23
6936,Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0.0,0.02,0.23
6937,Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.21,0.0,0.0,0.02,0.23
6938,Project CARS,XOne,2015,Racing,Slightly Mad Studios,0.08,0.13,0.0,0.02,0.23
6939,Major League Baseball 2K10,PS2,2010,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23
6940,Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,0.0,0.22,0.0,0.01,0.23
6941,Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23
6942,Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0.0,0.03,0.23
6943,Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0.0,0.03,0.23
6944,Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
6945,Cabela's Outdoor Adventures (2009),PS3,2009,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23
6946,Mega Man & Bass,GBA,2002,Platform,Capcom,0.16,0.06,0.0,0.0,0.23
6947,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23
6948,Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.19,0.02,0.0,0.02,0.23
6949,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23
6950,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016,Action,Square Enix,0.0,0.0,0.23,0.0,0.23
6951,Puss in Boots,X360,2011,Action,THQ,0.2,0.02,0.0,0.02,0.23
6952,Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0.0,0.02,0.23
6953,AKB1/149: Love Election,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
6954,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.21,0.01,0.0,0.02,0.23
6955,Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23
6956,Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega,0.0,0.0,0.23,0.0,0.23
6957,Musou Orochi Z,PS3,2009,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23
6958,World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,0.11,0.09,0.0,0.03,0.23
6959,WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0.0,0.02,0.23
6960,Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo,0.09,0.0,0.13,0.01,0.23
6961,Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
6962,Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0.0,0.07,0.23
6963,Wipeout 2,3DS,2011,Misc,Activision,0.22,0.0,0.0,0.01,0.23
6964,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
6965,Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23
6966,Barbie as The Island Princess,GBA,2007,Adventure,Activision,0.16,0.06,0.0,0.0,0.23
6967,Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,0.21,0.0,0.0,0.02,0.23
6968,Tales of VS.,PSP,2009,Fighting,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
6969,Saka-Tsuku DS: Touch and Direct,DS,2008,Sports,Sega,0.0,0.0,0.23,0.0,0.23
6970,Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23
6971,The Italian Job,PS2,2003,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23
